sample_id,category,bvid,aid,page_url,canonical_bv_url,part_index,title,uploader,content_origin_platform,source_duration_seconds,pretrim_start_seconds,pretrim_end_seconds,pretrim_requested_duration_seconds,pretrim_effective_end_from_reported_duration_seconds,pretrim_effective_duration_from_reported_duration_seconds,num_tasks
AA0197,多人PK,BV1tyPYzTEUF,116186901842145,https://www.bilibili.com/video/av116186901842145,https://www.bilibili.com/video/BV1tyPYzTEUF,1,2025抖音直播盛典红毯  各大主播悉数登场,盛夏的果实V,douyin,656,0,656,656,656,656,3
AA0198,多人PK,BV1ueX3B5EK8,116303872464070,https://www.bilibili.com/video/av116303872464070,https://www.bilibili.com/video/BV1ueX3B5EK8,1,一加一 26.3.27 pk集锦（公主裙+眼镜+双马尾）,18265180991_bili,douyin,1971,180,1800,1620,1800,1620,1
AA0199,多人PK,BV1ufe7ziEqo,115081518060880,https://www.bilibili.com/video/av115081518060880,https://www.bilibili.com/video/BV1ufe7ziEqo,1,震惊！某音头部颜值主播未P视频流出，榜一大哥……,鱼涎草,douyin,852,0,852,852,852,852,3
AA0200,多人PK,BV1ujo8BVESm,116451092532065,https://www.bilibili.com/video/av116451092532065,https://www.bilibili.com/video/BV1ujo8BVESm,1,【华华华】2026.4.22 直播录屏（中）：5个低保户组队勇闯拉圈，鼠的很惨！查手机，查房,华宝疯了-录屏,douyin,4818,1200,3900,2700,3900,2700,3
AA0201,多人PK,BV1ut2PBCE1Z,115504001916207,https://www.bilibili.com/video/av115504001916207,https://www.bilibili.com/video/BV1ut2PBCE1Z,1,11/06晚上 PK懲罰局,龍王家的一位老登,douyin,3553,360,1800,1440,1800,1440,2
AA0202,多人PK,BV1v4o9BXEst,116465940302960,https://www.bilibili.com/video/av116465940302960,https://www.bilibili.com/video/BV1v4o9BXEst,1,六指导4.25直播录屏,一口小番薯,douyin,4467,900,2700,1800,2700,1800,4
AA0203,多人PK,BV1wBX8BWEnt,116298117810408,https://www.bilibili.com/video/av116298117810408,https://www.bilibili.com/video/BV1wBX8BWEnt,1,263027  8人PK局,米粉dm,douyin,2954,900,2700,1800,2700,1800,3
AA0204,多人PK,BV1wP411s7j8,317264862,https://www.bilibili.com/video/av317264862,https://www.bilibili.com/video/BV1wP411s7j8,1,世纪大战！秀才pk一笑倾城（近四十分钟全过程）,th1KAI,douyin,2307,120,2040,1920,2040,1920,1
AA0205,多人PK,BV1whoEBPE6m,116460303158167,https://www.bilibili.com/video/av116460303158167,https://www.bilibili.com/video/BV1whoEBPE6m,1,4.24直播 元软三来 VS 朱阳饶澈（上）总榜 公会赛众人火力凶猛 三哥读秒反超 拿下胜利,盛夏的果实V,douyin,1767,420,1560,1140,1560,1140,2
AA0206,多人PK,BV1x8XEBFE3g,116290668727431,https://www.bilibili.com/video/av116290668727431,https://www.bilibili.com/video/BV1x8XEBFE3g,1,3.25直播  八人组队总榜 换了假发的元元立马对味  软元组合天下无敌,盛夏的果实V,douyin,1213,360,1080,720,1080,720,1
AA0207,带货,BV1xa4y1V7MU,655399424,https://www.bilibili.com/video/av655399424,https://www.bilibili.com/video/BV1xa4y1V7MU,1,英语跨境直播-逼单,英语跨境主播Rosa,douyin,69,0,69,69,69,69,4
AA0208,多人PK,BV1xedDBtErA,116443559559844,https://www.bilibili.com/video/av116443559559844,https://www.bilibili.com/video/BV1xedDBtErA,1,4.21直播 元龙姜 VS 控盛铭（四）五分钟千纸鹤助力  7400+ 一己之力再次扳回一局 元宝们凝聚力太强了,盛夏的果实V,douyin,1067,120,480,360,480,360,4
AA0209,多人PK,BV1yJ5czbEiA,114486463697782,https://www.bilibili.com/video/av114486463697782,https://www.bilibili.com/video/BV1yJ5czbEiA,1,李知恩华华华思凡队长杰尼龟过程局 李知恩好尖锐 惩罚真心话 你最近有没有偷吃 上次身体打架是什么时候,碎片又碎片了1,douyin,1141,300,900,600,900,600,4
AA0210,多人PK,BV1yJoqBWEa5,116472500259443,https://www.bilibili.com/video/av116472500259443,https://www.bilibili.com/video/BV1yJoqBWEa5,1,SK-F企划20260426第二场（第一次pk）回放存档,早睡存档处,douyin,8045,2640,5340,2700,5340,2700,3
AA0211,多人PK,BV1yWFieAEC3,113929812448824,https://www.bilibili.com/video/av113929812448824,https://www.bilibili.com/video/BV1yWFieAEC3,1,谁想出拿爱豆以前的直播录屏来打pk的。。。已笑疯,鱼不会静止,douyin,167,0,167,167,167,167,3
AA0212,多人PK,BV1yo4y1z7xq,395584065,https://www.bilibili.com/video/av395584065,https://www.bilibili.com/video/BV1yo4y1z7xq,1,2023.03.05控哥深夜连麦pk,是靖婧婧吖,douyin,3975,360,2700,2340,2700,2340,4
AA0213,多人PK,BV1yuo9BNEi7,116466141627640,https://www.bilibili.com/video/av116466141627640,https://www.bilibili.com/video/BV1yuo9BNEi7,1,4.25直播 又入皮套窝 和V.S姐连线  黄庚依现场加油笑翻全场 众人讨论比赛其乐融融,盛夏的果实V,douyin,1889,420,1380,960,1380,960,3
AA0214,多人PK,BV1zEo6BQEs6,116474496816548,https://www.bilibili.com/video/av116474496816548,https://www.bilibili.com/video/BV1zEo6BQEs6,1,4月26日硬刚AI 抖音赵葫芦《葫芦好声音》直播录屏,君临_爱听歌版,douyin,7047,540,3240,2700,3240,2700,2
AA0215,多人PK,BV1zFnWzAEs8,115259926911590,https://www.bilibili.com/video/av115259926911590,https://www.bilibili.com/video/BV1zFnWzAEs8,1,AAAA Vs 渔夫 25年最强PK,柚柚cc直播回放,douyin,650,0,650,650,650,650,3
AA0216,多人PK,BV1zXZ9BfE5T,116092513095800,https://www.bilibili.com/video/av116092513095800,https://www.bilibili.com/video/BV1zXZ9BfE5T,1,青你团建PK局！施展、菠萝咕噜肉（丁飞俊）、秦牛正威、林凡（詹林岚）四人直播PK连麦录屏cut2026.2.19,暴暴甜漫,douyin,642,0,642,642,642,642,3
AA0217,多人PK,BV1zXrrBpExD,115904457214088,https://www.bilibili.com/video/av115904457214088,https://www.bilibili.com/video/BV1zXrrBpExD,1,800万秒榜孙恩盛和控组队娱乐局榜50 提前结束补分全掉,0557210295,douyin,757,0,757,757,757,757,3
AA0218,多人PK,BV1zkoaBAE4Q,116451646111949,https://www.bilibili.com/video/av116451646111949,https://www.bilibili.com/video/BV1zkoaBAE4Q,1,三元组合!拿下!04.22#开心元元#三斤9237#张洵#小洲,阴天不打仐,douyin,1614,120,1260,1140,1260,1140,3
AA0219,多人PK,BV1zmNJzSEnR,114705557364558,https://www.bilibili.com/video/av114705557364558,https://www.bilibili.com/video/BV1zmNJzSEnR,1,三斤8人pk碾压试全胜，精彩刺激（连错wifi略有延迟）,小斤专属9237,douyin,1533,0,1140,1140,1140,1140,2
AA0220,多人PK,BV1zsoWBkE11,116446344514527,https://www.bilibili.com/video/av116446344514527,https://www.bilibili.com/video/BV1zsoWBkE11,1,2026.4.21.T.阴天12~13点《一笑倾城》,阴天收录小站,douyin,205,0,205,205,205,205,2
AA0221,多人PK,BV1zuofB6E7m,116469564246835,https://www.bilibili.com/video/av116469564246835,https://www.bilibili.com/video/BV1zuofB6E7m,1,260425PK局 (6),七月的烦烦,douyin,3384,180,2220,2040,2220,2040,3
AA0222,宠物,BV13d4y197dc,387947890,https://www.bilibili.com/video/av387947890,https://www.bilibili.com/video/BV13d4y197dc,1,随心一人养三狗0910中秋直播不完整录屏,港区akagai,unknown,2289,1320,2100,780,2100,780,3
AA0223,宠物,BV15HtHejEip,113162422656247,https://www.bilibili.com/video/av113162422656247,https://www.bilibili.com/video/BV15HtHejEip,1,哈仔十一直播录屏20240918,曲笑笑12345,unknown,173,0,173,173,173,173,4
AA0224,宠物,BV18PvhB9Eqv,115806830596517,https://www.bilibili.com/video/av115806830596517,https://www.bilibili.com/video/BV18PvhB9Eqv,1,直播比作品搞笑多了，哈哈哈好家伙！,猫主子草莓和柔斯,unknown,77,0,77,77,77,77,4
AA0225,宠物,BV19aQnBkETF,116408730066277,https://www.bilibili.com/video/av116408730066277,https://www.bilibili.com/video/BV19aQnBkETF,1,哈仔十一直播回放，晚8点就睡觉，会养生的猪猪十一,大棉袄弟弟,unknown,250,0,250,250,250,250,3
AA0226,聊天室,BV19n9SB8Eow,116486475616715,https://www.bilibili.com/video/av116486475616715,https://www.bilibili.com/video/BV19n9SB8Eow,1,胖兰b站开播，表示不小心漏的扔子，秒破防下播跑路,这能是正经人嘛,unknown,1081,660,1020,360,1020,360,2
AA0227,游戏,BV1AW4y16741,940570047,https://www.bilibili.com/video/av940570047,https://www.bilibili.com/video/BV1AW4y16741,1,【抵抗Resistance】昨晚水族馆鲨老师的直播xiu片段！可可爱爱的隐形鲨不能说自己不行～,露予不是憨憨,unknown,740,0,740,740,740,740,4
AA0228,宠物,BV1AeR7BxEir,116504846733569,https://www.bilibili.com/video/BV1AeR7BxEir/?spm_id_from=333.337.search-card.all.click,https://www.bilibili.com/video/BV1AeR7BxEir,1,黑妞被小丁批评立刻转头生气。豫西小丁直播5月2日,飞猪一只,douyin,1560,420,1440,1020,1440,1020,4
AA0229,宠物,BV1Fr421G7kN,1403342996,https://www.bilibili.com/video/av1403342996,https://www.bilibili.com/video/BV1Fr421G7kN,1,直播间人少啥都敢播系列,王养鸟,unknown,93,0,93,93,93,93,3
AA0230,宠物,BV1Fv7UzvErB,114612745801374,https://www.bilibili.com/video/av114612745801374,https://www.bilibili.com/video/BV1Fv7UzvErB,1,老板别放葱25.6.2下午宠物医院做烘焙老师的一天直播录屏-千言万语祝你我都能越来越好,心心贝贝i,unknown,2916,1380,2520,1140,2520,1140,4
AA0231,宠物,BV1GgRKBGE5n,116497229810731,https://www.bilibili.com/video/BV1GgRKBGE5n/?spm_id_from=333.337.search-card.all.click,https://www.bilibili.com/video/BV1GgRKBGE5n,1,黑豹在医院开粉丝见面会，超级宠粉随便摸,糖不傥,douyin,1020,180,900,720,900,720,3
AA0232,宠物,BV1LjDQBcEhH,116391113922046,https://www.bilibili.com/video/av116391113922046,https://www.bilibili.com/video/BV1LjDQBcEhH,1,哈仔十一直播回放，看看美猪十一！～～,大棉袄弟弟,unknown,245,0,245,245,245,245,2
AA0233,宠物,BV1Mgo2BHE2s,116479244638825,https://www.bilibili.com/video/av116479244638825,https://www.bilibili.com/video/BV1Mgo2BHE2s,1,哈仔十一直播回放，叶子住院，猪猪十一吃不下饭！,大棉袄弟弟,unknown,397,0,397,397,397,397,3
AA0234,聊天室,BV1QmZFBYEBt,116470637987646,https://www.bilibili.com/video/av116470637987646,https://www.bilibili.com/video/BV1QmZFBYEBt,1,猫姐嘻嘻20260425连麦部分内容,我就拍1啊啊,unknown,1497,180,900,720,900,720,3
AA0235,宠物,BV1Rad4BrEgY,116411766803603,https://www.bilibili.com/video/av116411766803603,https://www.bilibili.com/video/BV1Rad4BrEgY,1,哈仔十一直播回放，疯婆娘:  养生猪猪十一,麦牙糖也很甜,unknown,510,0,510,510,510,510,1
AA0236,宠物,BV1UJQMBAEwP,116384604422247,https://www.bilibili.com/video/av116384604422247,https://www.bilibili.com/video/BV1UJQMBAEwP,1,(4/11)大户人家小杨直播录屏,嘎嘎傻乐hh,unknown,3618,900,1800,900,1800,900,3
AA0237,宠物,BV1UyQpBGEdm,116394469425293,https://www.bilibili.com/video/av116394469425293,https://www.bilibili.com/video/BV1UyQpBGEdm,1,哈仔十一直播回放，叶子牧鸡，大哈被误认为疯婆娘的舅舅,麦牙糖也很甜,unknown,166,0,166,166,166,166,4
AA0238,宠物,BV1WLK5eDEhG,113989874882487,https://www.bilibili.com/video/av113989874882487,https://www.bilibili.com/video/BV1WLK5eDEhG,1,不是…鸟搞直播？然后我竟然还看了一下午…😰,Free和她的狗还有鸡,unknown,242,0,242,242,242,242,3
AA0239,宠物,BV1YdmTYvEHF,113317695787017,https://www.bilibili.com/video/av113317695787017,https://www.bilibili.com/video/BV1YdmTYvEHF,1,卖货直播看不太下去，太吵，宠物博主直播可以,喜欢吃kth的小辣椒,unknown,361,0,361,361,361,361,4
AA0240,宠物,BV1awo2BoEGp,116479328584345,https://www.bilibili.com/video/av116479328584345,https://www.bilibili.com/video/BV1awo2BoEGp,1,哈仔十一直播回放，大哈:  叶子有心脏病，不严重但是治不好,麦牙糖也很甜,unknown,323,0,323,323,323,323,3
AA0241,宠物,BV1choDBWEXm,116463843148003,https://www.bilibili.com/video/av116463843148003,https://www.bilibili.com/video/BV1choDBWEXm,1,(4/25)大户人家小杨直播录屏,嘎嘎傻乐hh,unknown,3660,2100,3300,1200,3300,1200,2
AA0242,宠物,BV1cnvkBkE3c,115797552794160,https://www.bilibili.com/video/av115797552794160,https://www.bilibili.com/video/BV1cnvkBkE3c,1,直播比视频更搞笑哈哈哈哈,南方的电台,unknown,122,0,122,122,122,122,3
AA0243,宠物,BV1dMT9eQEMA,112559264892064,https://www.bilibili.com/video/av112559264892064,https://www.bilibili.com/video/BV1dMT9eQEMA,1,屋内有饿犬的今天最后面的直播录屏，本来想录个大狗出来的场景，结果睡着了，我都不知道是什么时候点的结束,萧玥清,unknown,2852,360,2400,2040,2400,2040,3
AA0244,宠物,BV1ewRwBwEE9,116510752316807,https://www.bilibili.com/video/BV1ewRwBwEE9/?spm_id_from=333.337.search-card.all.click,https://www.bilibili.com/video/BV1ewRwBwEE9,1,三【20260501直播】#豫西小丁,指纹D,douyin,1497,360,1497,1137,1497,1137,3
AA0245,宠物,BV1fWrmBqEQX,115909155031296,https://www.bilibili.com/video/av115909155031296,https://www.bilibili.com/video/BV1fWrmBqEQX,1,1/17大户人家小杨直播回放,嘎嘎傻乐hh,unknown,3638,360,2700,2340,2700,2340,2
AA0246,宠物,BV1hBBBBsERQ,115788660868999,https://www.bilibili.com/video/av115788660868999,https://www.bilibili.com/video/BV1hBBBBsERQ,1,无敌大笨猫直播回放，依旧很开门,娱乐小林,unknown,49,0,49,49,49,49,2
AA0247,宠物,BV1hqQnBuEb8,116408746777870,https://www.bilibili.com/video/av116408746777870,https://www.bilibili.com/video/BV1hqQnBuEb8,1,哈仔十一直播回放，会养生的王子和十一！,这里是潇湘,unknown,250,0,250,250,250,250,3
AA0248,宠物,BV1jL6yBpE1v,115988209207041,https://www.bilibili.com/video/av115988209207041,https://www.bilibili.com/video/BV1jL6yBpE1v,1,(1/31)大户人家小杨直播录屏,嘎嘎傻乐hh,unknown,3638,660,3300,2640,3300,2640,4
AA0249,宠物,BV1txDSBjEWE,116389906025279,https://www.bilibili.com/video/av116389906025279,https://www.bilibili.com/video/BV1txDSBjEWE,1,哈仔十一直播回放，看看晚上直播大哈有什么搞头？！,麦牙糖也很甜,unknown,407,0,407,407,407,407,3
AA0250,宠物,BV1uS4y1z7hb,726776231,https://www.bilibili.com/video/av726776231,https://www.bilibili.com/video/BV1uS4y1z7hb,1,【ASAKI】ASAKI直播和猫打架，有本事你就咬，我把你毛打乱,小鸟游星野kiss,unknown,391,0,391,391,391,391,3
AA0251,宠物,BV1z4ftYNEfB,113870018447412,https://www.bilibili.com/video/av113870018447412,https://www.bilibili.com/video/BV1z4ftYNEfB,1,千川流浪狗狗幼儿园 直播录屏 治愈向3,飞的雀,unknown,6419,360,3060,2700,3060,2700,3
AA0252,室外,BV12Z9zBsEDp,116479748020191,https://www.bilibili.com/video/av116479748020191,https://www.bilibili.com/video/BV12Z9zBsEDp,1,2026年4月28号子心个播早上拉流场直播录屏弹幕版,心动大队幸运,douyin,2549,360,2549,2189,2549,2189,4
AA0253,聊天室,BV131o2BtEm1,116479127264167,https://www.bilibili.com/video/av116479127264167,https://www.bilibili.com/video/BV131o2BtEm1,1,2026年4月27日子心个播娱乐直播录屏,心动大队来生缘2号,douyin,8368,4500,6300,1800,6300,1800,3
AA0254,多人PK,BV16Ko1BNEKE,116478137340937,https://www.bilibili.com/video/av116478137340937,https://www.bilibili.com/video/BV16Ko1BNEKE,1,2026-4-28 凌晨 迪士尼在逃公主直播录屏,肆柒柒柒Q,douyin,3936,360,2400,2040,2400,2040,3
AA0255,室外,BV17vcJeyEPu,113803060576790,https://www.bilibili.com/video/av113803060576790,https://www.bilibili.com/video/BV17vcJeyEPu,1,【弹幕版】床哥户外直播精彩回放｜与粉丝一起聊明年的规划【带床去旅行】,缘郎君,douyin,7324,3600,6300,2700,6300,2700,1
AA0256,室外,BV18m421J7Aa,1602697858,https://www.bilibili.com/video/av1602697858,https://www.bilibili.com/video/BV18m421J7Aa,1,带床去旅行，床哥直播，偶尔直播一次还是蛮不错的,汪哈嘿,douyin,4119,900,2700,1800,2700,1800,3
AA0257,多人PK,BV1DyoyBJEnJ,116478305114012,https://www.bilibili.com/video/av116478305114012,https://www.bilibili.com/video/BV1DyoyBJEnJ,1,【林兴羽】20260427直播录屏,扫垃圾也快乐,douyin,14765,3600,6300,2700,6300,2700,4
AA0258,室外,BV1Gco2BtE7z,116477533356163,https://www.bilibili.com/video/av116477533356163,https://www.bilibili.com/video/BV1Gco2BtE7z,1,【刘聪】小肥肥 2026年4月27日 武汉户外直播回放 弹幕版,小肥肥的碎碎念,douyin,5397,1800,3600,1800,3600,1800,2
AA0259,室外,BV1HMZsYoE5U,114258075453884,https://www.bilibili.com/video/av114258075453884,https://www.bilibili.com/video/BV1HMZsYoE5U,1,【羊配苏户外直播|带弹幕】年度抗抑郁视频,_二十三弦急-,douyin,688,0,688,688,688,688,3
AA0260,室外,BV1JP4y1R7PT,902893656,https://www.bilibili.com/video/av902893656,https://www.bilibili.com/video/BV1JP4y1R7PT,1,（苹果界面版）2022.11.24峰哥户外坐摩托吃一脸土 峰哥亡命天涯直播录屏,姜哥滴猜想,douyin,3182,720,2520,1800,2520,1800,4
AA0261,室外,BV1Lt4y1M7Tb,987164869,https://www.bilibili.com/video/av987164869,https://www.bilibili.com/video/BV1Lt4y1M7Tb,1,峰哥2022.11.2户外直播，一天三播节目效果爆炸,天涯亡命峰哥,douyin,3585,900,3180,2280,3180,2280,3
AA0262,聊天室,BV1Ti6dBqEXm,115875264861267,https://www.bilibili.com/video/av115875264861267,https://www.bilibili.com/video/BV1Ti6dBqEXm,1,神秘园鳌太线双雄小牟、陈某放四年后复盘当日细节！【1217直播弹幕版】,Yuzhongzi_,douyin,452,0,452,452,452,452,3
AA0263,室外,BV1Up4y1G7oX,956612158,https://www.bilibili.com/video/av956612158,https://www.bilibili.com/video/BV1Up4y1G7oX,1,【陶三丰直播录屏】抖音直播片段2023.7.30（21:36-22:00）,毋望明月,douyin,1449,120,1500,1380,1449,1329,3
AA0264,室外,BV1Y9vSeCEk8,112879944729196,https://www.bilibili.com/video/av112879944729196,https://www.bilibili.com/video/BV1Y9vSeCEk8,1,陶三丰草根之旅2024年7月26日直播,勿忘初雪之音,douyin,2404,720,2404,1684,2404,1684,3
AA0265,室外,BV1YRoCB9Eko,116476694560810,https://www.bilibili.com/video/av116476694560810,https://www.bilibili.com/video/BV1YRoCB9Eko,1,龙浩天0427直播录屏,FridaSUGA,douyin,6498,0,2700,2700,2700,2700,3
AA0266,多人PK,BV1Zao2BKEk7,116479076866720,https://www.bilibili.com/video/av116479076866720,https://www.bilibili.com/video/BV1Zao2BKEk7,1,[刘狗剩子]今夜直播录屏，开心快乐每一天,爱吃羊肉的鸽子饲养员,douyin,5315,1800,4200,2400,4200,2400,3
AA0267,室外,BV1bCPyziEhZ,116177472914999,https://www.bilibili.com/video/av116177472914999,https://www.bilibili.com/video/BV1bCPyziEhZ,1,2026年3月5日晚上KIV太子音符直播录屏 玩climber animals攀爬动物+看阿哲贵州vlog（494m）,此方Knt,douyin,9933,420,3120,2700,3120,2700,3
AA0268,聊天室,BV1cmoiBjEgq,116472584143575,https://www.bilibili.com/video/av116472584143575,https://www.bilibili.com/video/BV1cmoiBjEgq,1,高手过招绕晕了丨20260427直播录屏小陪分,陈珂愛郑丹妮,douyin,3899,360,2700,2340,2700,2340,3
AA0269,聊天室,BV1dBo2BwENR,116479009756468,https://www.bilibili.com/video/av116479009756468,https://www.bilibili.com/video/BV1dBo2BwENR,1,2026.4.27 喜悦X Leo 个播直播录屏,leo的影像小屋,douyin,2174,180,1500,1320,1500,1320,3
AA0270,室外,BV1da4y1V723,655495414,https://www.bilibili.com/video/av655495414,https://www.bilibili.com/video/BV1da4y1V723,1,【小黑粉】 2023.04.19下午户外直播带弹幕版本 缺前面6分钟,簇簇大王,douyin,1886,0,1500,1500,1500,1500,3
AA0271,室外,BV1gP411A75L,304811648,https://www.bilibili.com/video/av304811648,https://www.bilibili.com/video/BV1gP411A75L,1,（手机界面版）20221106峰哥长沙街头充当战地记者fans only视角 峰哥北上户外直播录屏,姜哥滴猜想,douyin,6342,360,3000,2640,3000,2640,3
AA0272,室外,BV1hdyuYaE2c,113325430021848,https://www.bilibili.com/video/av113325430021848,https://www.bilibili.com/video/BV1hdyuYaE2c,1,在公园的一场直播回放，后面超搞笑,账号已注销,douyin,5684,2280,3240,960,3240,960,3
AA0273,聊天室,BV1hm421J7EC,1602734645,https://www.bilibili.com/video/av1602734645,https://www.bilibili.com/video/BV1hm421J7EC,1,【浆糊cp】4.4直播录屏，压马路高甜，三步一个吻受不了你们给子了,藍耳朵兔子,douyin,3295,2100,3000,900,3000,900,3
AA0274,室外,BV1io4y147yv,397935479,https://www.bilibili.com/video/av397935479,https://www.bilibili.com/video/BV1io4y147yv,1,【录屏】20230426小羽（绅士y）拍外景直播,haohaollh,douyin,1620,420,1260,840,1260,840,3
AA0275,室外,BV1nVd1BqEBZ,116440690723457,https://www.bilibili.com/video/av116440690723457,https://www.bilibili.com/video/BV1nVd1BqEBZ,1,4.20晚上直播录屏,bili_95904331512,douyin,2563,360,900,540,900,540,3
AA0276,室外,BV1pms2eRE6e,113185088802828,https://www.bilibili.com/video/av113185088802828,https://www.bilibili.com/video/BV1pms2eRE6e,1,【oldba1】9.22晚户外直播录屏 白野kll 后半段录屏带弹幕,茗妤myall,douyin,4184,300,2700,2400,2700,2400,4
AA0277,带货,BV1wi4y1Y7aG,537574961,https://www.bilibili.com/video/av537574961,https://www.bilibili.com/video/BV1wi4y1Y7aG,1,23 1220⑧,Rose-YYY,douyin,1937,360,1800,1440,1800,1440,2
AA0278,带货,BV1wm4y1T7v6,703314336,https://www.bilibili.com/video/av703314336,https://www.bilibili.com/video/BV1wm4y1T7v6,1,东方小韩新疆行外景直播录屏1,闲庭望舒,douyin,2064,1560,2064,504,2064,504,2
AA0279,室外,BV1wu4y1976G,829726945,https://www.bilibili.com/video/av829726945,https://www.bilibili.com/video/BV1wu4y1976G,1,【陶三丰直播录屏】抖音直播片段2023.8.12（13:34-13:55）,毋望明月,douyin,1257,600,1200,600,1200,600,3
AA0280,游戏,BV1zEgizGE9S,114887288165483,https://www.bilibili.com/video/av114887288165483,https://www.bilibili.com/video/BV1zEgizGE9S,1,凌晨3点的b站,邵必TNT,douyin,156,0,156,156,156,156,4
AA0281,聊天室,BV11cHLzWEUQ,115310577389707,https://www.bilibili.com/video/av115310577389707,https://www.bilibili.com/video/BV11cHLzWEUQ,1,【直播录屏】如何理性看待煮蜡（2025.10.3）,大大大大鱼蕾,unknown,551,0,551,551,551,551,3
AA0282,带货,BV11dpEzTE6s,115197129858957,https://www.bilibili.com/video/av115197129858957,https://www.bilibili.com/video/BV11dpEzTE6s,1,2025.9.13带货 迪士尼在逃公主直播录屏,ilaily,douyin,21232,300,3000,2700,3000,2700,3
AA0283,聊天室,BV14ooxBbEkM,116448911431793,https://www.bilibili.com/video/av116448911431793,https://www.bilibili.com/video/BV14ooxBbEkM,1,4/22 幸章力連麥直播,磕cp嗑瘋了,douyin,694,0,694,694,694,694,3
AA0284,聊天室,BV14v9BBHEbR,116480318445030,https://www.bilibili.com/video/av116480318445030,https://www.bilibili.com/video/BV14v9BBHEbR,1,劉芃林的首次連麥就被招攬入超牛XD,邃之蒼穹,unknown,513,0,513,513,513,513,3
AA0285,带货,BV15pQUBWE7B,116290517864596,https://www.bilibili.com/video/av116290517864596,https://www.bilibili.com/video/BV15pQUBWE7B,1,20260325【六指导直播录屏】带货篇,Bo拉,douyin,5294,0,1200,1200,1200,1200,4
AA0286,带货,BV16f9gBwEAY,116341017287985,https://www.bilibili.com/video/av116341017287985,https://www.bilibili.com/video/BV16f9gBwEAY,1,路遥女包直播录屏—20260403—助眠用,没有存在感的空气人,douyin,10421,0,2400,2400,2400,2400,3
AA0287,带货,BV1CQccz8ESV,116035755712390,https://www.bilibili.com/video/av116035755712390,https://www.bilibili.com/video/BV1CQccz8ESV,1,【直播录屏】毕业S级 且末近矿青白玉 手镯牌子手串（2026.1.25）,大大大大鱼蕾,unknown,377,0,377,377,377,377,2
AA0288,游戏,BV1Ds4dzoESA,114976526177988,https://www.bilibili.com/video/av114976526177988,https://www.bilibili.com/video/BV1Ds4dzoESA,1,【小弋直播回放】8.5 引起恐惧噩梦难度 嫂子聚会 二连抓版 全程切片 自存版,茄子不知道_,unknown,3381,360,3060,2700,3060,2700,3
AA0289,带货,BV1FMd8BRELH,116411867340216,https://www.bilibili.com/video/av116411867340216,https://www.bilibili.com/video/BV1FMd8BRELH,1,20260415【六指导直播录屏】带货篇,Bo拉,douyin,5498,0,1200,1200,1200,1200,2
AA0290,带货,BV1GpKMeQEmG,114002524900995,https://www.bilibili.com/video/av114002524900995,https://www.bilibili.com/video/BV1GpKMeQEmG,1,带货天才,疯狂の悍匪,douyin,57,0,57,57,57,57,3
AA0291,带货,BV1Gz4y1H78t,572584382,https://www.bilibili.com/video/av572584382,https://www.bilibili.com/video/BV1Gz4y1H78t,1,爆笑直播通马桶，大型翻车现场,咋起名嗷嗷,douyin,769,0,769,769,769,769,3
AA0292,室外,BV1Ka9BBWEYn,116480419040399,https://www.bilibili.com/video/av116480419040399,https://www.bilibili.com/video/BV1Ka9BBWEYn,1,426岸喻张寒面基直播回放,monkey咋了,unknown,2025,720,1620,900,1620,900,3
AA0293,带货,BV1NP4y1e7Rp,904751183,https://www.bilibili.com/video/av904751183,https://www.bilibili.com/video/BV1NP4y1e7Rp,1,2023.1.4 孙一宁直播带货录屛全程有弹幕版 晚上场,孙一宁bot直播回放,douyin,15398,180,2880,2700,2880,2700,3
AA0294,带货,BV1NY2ZY8EYD,113310968126262,https://www.bilibili.com/video/av113310968126262,https://www.bilibili.com/video/BV1NY2ZY8EYD,1,直播带货见多了，家暴型的直播带货还是第一次见,爱吃花生的梁萧,douyin,133,0,133,133,133,133,2
AA0295,带货,BV1PeWczpEmc,115241388154630,https://www.bilibili.com/video/av115241388154630,https://www.bilibili.com/video/BV1PeWczpEmc,1,第一次见换装如此丝滑的抖音直播,生活奇葩事,unknown,76,0,76,76,76,76,1
AA0296,带货,BV1PmGAzwErL,114823048272740,https://www.bilibili.com/video/av114823048272740,https://www.bilibili.com/video/BV1PmGAzwErL,1,【直播录屏】碧玉实物鉴定。北极玉？加碧/明星合作要翻多少倍利润？（2025.7.8）,大大大大鱼蕾,unknown,687,0,687,687,687,687,3
AA0297,带货,BV1Poe3zCErP,115062123601695,https://www.bilibili.com/video/av115062123601695,https://www.bilibili.com/video/BV1Poe3zCErP,1,丝丝沈 8.20 韩妆直播回放,烟二,unknown,5832,360,3060,2700,3060,2700,3
AA0298,聊天室,BV1S1oyBUE4D,116478355445206,https://www.bilibili.com/video/av116478355445206,https://www.bilibili.com/video/BV1S1oyBUE4D,1,【朱怡欣直播回放】20260428 小话痨展示美丽！9号休假哦 一个月能回几次家？又要开始忙起来了 好随意的外务 身体大不如前开始养生了 毕业发展想想 讨厌压力,_-佛光普照-_,unknown,3831,240,2400,2160,2400,2160,3
AA0299,带货,BV1SZ421H7o2,1155366416,https://www.bilibili.com/video/av1155366416,https://www.bilibili.com/video/BV1SZ421H7o2,1,045 抖音电商实战5月10号线下现场打号录屏，从100多人录的，总共41分钟,早安睿睿,unknown,2472,600,2100,1500,2100,1500,3
